OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions
25461,2016,NonResidential,(ID25461) CHINA HARBOR RESTURANT & MARINA,LAKE UNION,1962,0.0,2,34072,0,34072,Restaurant,,7007726.0,0.0,2664187.0,3920779.0,226.81
49697,2016,NonResidential,Prudential Building,DOWNTOWN,1902,1.0,6,74211,0,74211,Office,97.0,1438856.625,0.0,1357120.0,0.0,9.46
382,2016,NonResidential,Collins Building,DOWNTOWN,1900,1.0,5,50176,0,50176,Office,77.0,2933288.75,0.0,2836654.0,96634.0,24.91
22579,2016,NonResidential,Century 21 Promotions Inc,MAGNOLIA / QUEEN ANNE,1968,1.0,1,35946,0,35946,Distribution Center,,503210.6875,0.0,300259.0,169240.0,11.08
20052,2016,NonResidential,WEST BLDG,NORTHEAST,1997,1.0,1,63153,0,63153,Retail Store,,4670313.0,0.0,4312919.0,331258.0,47.66
19848,2016,NonResidential,EAST BLDG S,NORTHEAST,2003,1.0,2,49965,0,49965,Retail Store,82.0,3424428.0,0.0,3247196.0,130013.0,29.54
119,2016,NonResidential,St. Joseph K-8 School,EAST,1923,1.0,3,67743,0,67743,K-12 School,34.0,3036464.0,0.0,1337786.0,1309093.0,78.85
437,2016,NonResidential,VM Seattle Hospital & Medical Center - Lindeman Pavilion,EAST,1945,1.0,3,266000,104000,162000,Medical Office,65.0,14009703.0,476741.8125,11902958.0,1532059.0,201.15
21557,2016,NonResidential,Lakeside Middle School,NORTHWEST,1999,1.0,2,49252,0,49252,K-12 School,23.0,3870672.5,0.0,1738749.0,1747116.0,104.91
24640,2016,NonResidential,Westwood Village - Building F,DELRIDGE,2005,1.0,1,26208,0,26208,Retail Store,79.0,1761050.125,0.0,1036767.0,572117.0,37.61
399,2016,NonResidential,1201 Third Avenue,DOWNTOWN,1988,1.0,55,1400000,285000,1115000,Office,92.0,55140300.0,2179487.75,49472833.0,1426840.0,588.9
49970,2016,NonResidential,Cedar Hall,NORTHEAST,2011,1.0,0,176225,0,176225,Residence Hall/Dormitory,91.0,5209463.5,0.0,3424588.0,1502107.0,103.65
26922,2016,NonResidential,Upstairs Downstairs Apartments,NORTHEAST,1976,1.0,3,33448,0,33448,Residence Hall/Dormitory,78.0,1073833.25,0.0,998633.0,0.0,6.96
220,2016,NonResidential,8109,GREATER DUWAMISH,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,87.0,7874958.5,0.0,1316817.0,5427500.0,297.43
545,2016,NonResidential,GLACIER NORTHWEST (6335 1st Ave S),GREATER DUWAMISH,1969,1.0,1,57540,0,57540,Distribution Center,26.0,2808274.75,0.0,1310981.0,1271706.0,76.68
19747,2016,NonResidential,First and Cedar Building,DOWNTOWN,1974,1.0,5,61825,13320,48505,Office,59.0,4673727.5,0.0,1915699.0,2407174.0,141.2
25661,2016,NonResidential,Buttnick City Loan,DOWNTOWN,1909,0.0,3,47215,0,47215,Office,58.0,2136896.0,0.0,1597575.0,991813.0,63.81
451,2016,NonResidential,Frye Distribution Center,GREATER DUWAMISH,1960,1.0,1,119661,0,119661,Distribution Center,97.0,775864.1875,0.0,774965.0,764.0,5.44
27244,2016,NonResidential,Knights of Columbus,EAST,1912,1.0,3,33708,0,33708,Other,,835610.875,166488.4063,567086.0,52750.0,19.61
24532,2016,NonResidential,Kenyon Industrial Park Building B,GREATER DUWAMISH,1970,1.0,1,44000,0,44000,Non-Refrigerated Warehouse,15.0,4947630.5,0.0,1148123.0,3154333.0,175.53
22548,2016,NonResidential,"A1 Self Storage, LLC",MAGNOLIA / QUEEN ANNE,1915,1.0,3,39952,0,39952,Self-Storage Facility,,58114.19922,0.0,57133.0,0.0,0.4
24725,2016,NonResidential,Seattle Curtain Mfg Co,CENTRAL,1926,1.0,1,20000,0,20000,Non-Refrigerated Warehouse,18.0,877874.875,0.0,129264.0,614264.0,33.52
49972,2016,NonResidential,Computer Science and Electrical Engineering,NORTHEAST,1998,1.0,6,203030,0,203030,College/University,,0.0,0.0,28614613.0,0.0,199.48
28025,2016,NonResidential,CSC Meter Shop (G),GREATER DUWAMISH,1967,1.0,2,22058,0,22058,Non-Refrigerated Warehouse,1.0,2235498.0,0.0,847726.0,1139608.0,66.43
1,2016,NonResidential,Mayflower park hotel,DOWNTOWN,1927,1.0,12,88434,0,88434,Hotel,60.0,7456910.0,2003882.0,3946027.0,1276453.0,249.98
27553,2016,NonResidential,DAE II,GREATER DUWAMISH,1972,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,,127374.0,0.0,127374.0,0.0,0.89
20525,2016,NonResidential,"Kusak Cut Glass Works, Inc.",GREATER DUWAMISH,1954,1.0,1,23236,0,23236,Distribution Center,,484136.8125,0.0,217294.0,216577.0,13.02
24406,2016,NonResidential,Mini Cooper Car Dealership (ID24406),NORTH,2009,1.0,3,35115,0,35115,Automobile Dealership,,2053325.25,0.0,1521297.0,401656.0,31.94
24259,2016,NonResidential,Seattle Medical Post Acute Care,CENTRAL,1973,1.0,4,45082,0,45082,Other/Specialty Hospital,,4426520.0,0.0,2879780.0,1382537.0,93.5
760,2016,NonResidential,Broadacres Building,DOWNTOWN,1908,1.0,10,132998,0,132998,Office,97.0,4040138.75,1530680.625,2244507.0,0.0,133.8
21023,2016,NonResidential,George Pocock Memorial Rowing Center,NORTHEAST,1998,1.0,1,20233,0,20233,Office,,690322.6875,0.0,331967.0,298283.0,18.16
20048,2016,NonResidential,NW BLDG,NORTHEAST,1956,1.0,2,54284,0,54284,Retail Store,18.0,6890861.0,0.0,6424200.0,354493.0,63.61
563,2016,NonResidential,Darigold HQ,CENTRAL,1914,1.0,2,62220,0,62220,Office,32.0,5444253.5,0.0,5431426.0,12827.0,38.55
24461,2016,NonResidential,Outdoor Emporium,GREATER DUWAMISH,1975,1.0,1,43794,0,43794,Retail Store,88.0,1278856.25,0.0,831084.0,333454.0,23.5
21550,2016,NonResidential,Bayview Building,MAGNOLIA / QUEEN ANNE,1930,1.0,3,45864,0,45864,Office,94.0,3034554.5,0.0,480350.0,2110272.0,115.43
482,2016,NonResidential,Westlake Terry - West SEDO,LAKE UNION,2006,1.0,6,303103,109905,193198,Office,97.0,7554767.0,0.0,7147457.0,372009.0,69.59
20861,2016,NonResidential,(ID20861) KEYSTONE GROUP HOME,LAKE UNION,1988,1.0,3,21118,0,21118,Residence Hall/Dormitory,49.0,1427645.0,0.0,710939.0,650489.0,39.5
53,2016,NonResidential,El Centro de la Raza,GREATER DUWAMISH,1900,1.0,2,52554,0,52554,Office,83.0,3150635.5,0.0,1579749.0,1371582.0,83.86
24563,2016,NonResidential,Store #5216_8500 35Th Avenue Ne,NORTHEAST,1952,1.0,1,26853,0,26853,Retail Store,68.0,1453484.75,0.0,1145340.0,253723.0,21.46
706,2016,NonResidential,333 Elliott West,MAGNOLIA / QUEEN ANNE,2008,1.0,5,183964,46763,137201,Office,56.0,14856199.0,0.0,14856198.0,0.0,103.57
660,2016,NonResidential,1505 5th Ave,DOWNTOWN,1926,1.0,6,97720,0,97720,Office,,2478025.25,0.0,2478025.0,0.0,17.28
21459,2016,NonResidential,Century,MAGNOLIA / QUEEN ANNE,1964,1.0,4,25132,7308,17824,Office,41.0,585965.6875,0.0,564754.0,0.0,3.94
20523,2016,NonResidential,ABM/ Johnson Barrow,GREATER DUWAMISH,1961,1.0,1,29740,0,29740,Office,57.0,1533262.0,0.0,1259195.0,207865.0,19.82
355,2016,NonResidential,901 Fifth Avenue,DOWNTOWN,1973,1.0,42,617684,171500,446184,Office,28.0,71568952.0,882983.5,68636822.0,0.0,546.65
24629,2016,NonResidential,Tri-North,GREATER DUWAMISH,1941,1.0,1,48890,0,48890,Non-Refrigerated Warehouse,49.0,2315404.0,0.0,1082370.0,1017846.0,61.6
49712,2016,NonResidential,Home Plate Center,GREATER DUWAMISH,2012,1.0,6,157345,0,157345,Office,63.0,11666007.0,0.0,11385578.0,238969.0,92.07
338,2016,NonResidential,Jack R. McDonald Building,DOWNTOWN,2004,1.0,11,299070,68432,230638,Other,,66000296.0,0.0,30651644.0,34685331.0,2055.82
27244,2016,NonResidential,Knights of Columbus,EAST,1912,1.0,3,33708,0,33708,Other,,835610.875,166488.4063,567086.0,52750.0,19.61
29170,2016,NonResidential,Chief Seattle Club/Monterey Lofts,EAST,1900,1.0,3,22168,0,22168,Multifamily Housing,,1904848.25,0.0,982475.0,801910.0,49.44
649,2016,NonResidential,INScape,EAST,1930,0.0,4,76624,0,76624,Office,91.0,3166841.75,0.0,2468547.0,305100.0,33.41
627,2016,NonResidential,Roebling Building,GREATER DUWAMISH,1904,1.0,4,58970,0,58970,Office,,1916863.375,0.0,1152375.0,624037.0,41.18
22804,2016,NonResidential,Lake City Professional Center,NORTH,1931,1.0,2,37500,0,37500,Office,58.0,2448649.75,0.0,1614256.0,621509.0,44.26
25148,2016,NonResidential,EJ and J Pacific,SOUTHEAST,1967,1.0,2,23250,0,23250,Office,55.0,888432.5,0.0,904236.0,0.0,6.3
23161,2016,NonResidential,Pearl Warren Building,DOWNTOWN,1988,1.0,1,45145,0,45145,Office,,1405510.25,0.0,514491.0,753968.0,43.63
598,2016,NonResidential,4225 2nd Ave So.,GREATER DUWAMISH,1957,1.0,1,50832,0,50832,Non-Refrigerated Warehouse,63.0,2551022.25,0.0,613991.0,1937032.0,107.16
20613,2016,NonResidential,QFC Warehouse,GREATER DUWAMISH,1951,1.0,1,24000,0,24000,Non-Refrigerated Warehouse,,1510110.25,0.0,436193.0,820840.0,46.64
758,2016,NonResidential,Pacific Place,DOWNTOWN,1999,1.0,0,947987,0,947987,Other - Mall,,46343304.0,0.0,46510954.0,0.0,324.25
50196,2016,NonResidential,Northgate Community Center,NORTH,2005,1.0,1,20616,0,20616,Other - Recreation,,636965.5,0.0,636965.4881,0.0,4.44
25513,2016,NonResidential,St. Therese Parish,CENTRAL,1900,1.0,1,21850,0,21850,Worship Facility,100.0,359962.5938,0.0,82056.0,235738.0,13.09
34891,2016,NonResidential,70500883 -- West Seattle,SOUTHWEST,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,61.0,8257472.5,0.0,5407602.0,2618093.0,176.75
27587,2016,NonResidential,Meridian Center Building,NORTHWEST,1983,1.0,3,24696,6300,18396,Office,87.0,624125.625,0.0,624125.0,0.0,4.35
21023,2016,NonResidential,George Pocock Memorial Rowing Center,NORTHEAST,1998,1.0,1,20233,0,20233,Office,,690322.6875,0.0,331967.0,298283.0,18.16
649,2016,NonResidential,INScape,EAST,1930,0.0,4,76624,0,76624,Office,91.0,3166841.75,0.0,2468547.0,305100.0,33.41
19613,2016,NonResidential,SBC19613,BALLARD,1979,1.0,3,43500,0,43500,Office,46.0,3220635.25,0.0,3216396.0,4239.0,22.65
25572,2016,NonResidential,PETCO,NORTHEAST,1930,1.0,1,46059,0,46059,Retail Store,82.0,1656820.0,0.0,1374074.0,208582.0,20.66
27825,2016,NonResidential,AKER'S VOLKS-PORSCHE REPAIR (ID27825),EAST,1907,1.0,2,22320,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,230988.9063,0.0,137286.0,72359.0,4.8
23951,2016,NonResidential,LONG Building Technologies,GREATER DUWAMISH,1953,1.0,1,24291,0,24291,Office,98.0,751206.5,0.0,329487.0,325936.0,19.61
712,2016,NonResidential,51 University,DOWNTOWN,1918,1.0,6,108245,14690,93555,Office,,4682152.5,266262.0,4248918.0,0.0,50.17
20868,2016,NonResidential,Stone 34,LAKE UNION,2013,1.0,5,206126,79284,126842,Office,98.0,4515744.5,0.0,3601473.0,887828.0,72.26
27456,2016,NonResidential,ATWATER,MAGNOLIA / QUEEN ANNE,1956,1.0,2,36771,0,36771,Other,,5400237.5,0.0,5447076.0,0.0,37.97
24115,2016,NonResidential,Stusser Electric,GREATER DUWAMISH,1959,1.0,1,33600,0,33600,Distribution Center,58.0,918950.6875,0.0,642794.0,204625.0,15.35
23418,2016,NonResidential,Eng Suey Sun Plaza,DOWNTOWN,1989,1.0,2,23472,0,23472,Office,,1589717.125,0.0,864104.0,761205.0,46.45
49718,2016,NonResidential,South Transfer Station,GREATER DUWAMISH,2012,2.0,2,137138,0,137138,Other - Utility,,5574345.0,0.0,5475366.0,0.0,38.17
21418,2016,NonResidential,Northwest Rooms,MAGNOLIA / QUEEN ANNE,1961,1.0,1,26000,0,26000,Other,,5719698.0,2097789.75,3179693.0,0.0,184.09
224,2016,NonResidential,Westwood Village - Building B,DELRIDGE,1965,1.0,1,67745,0,67745,Retail Store,37.0,9589728.0,0.0,2624102.0,6606121.0,369.14
20073,2016,NonResidential,Griffin Building,DOWNTOWN,1927,1.0,4,32356,0,32356,Financial Office,81.0,2013033.75,882630.6875,974524.0,0.0,74.92
28030,2016,NonResidential,Sunny Arms,GREATER DUWAMISH,1907,1.0,5,36000,0,36000,Other,,1270850.625,0.0,346376.0,764918.0,43.04
545,2016,NonResidential,GLACIER NORTHWEST (6335 1st Ave S),GREATER DUWAMISH,1969,1.0,1,57540,0,57540,Distribution Center,26.0,2808274.75,0.0,1310981.0,1271706.0,76.68
19848,2016,NonResidential,EAST BLDG S,NORTHEAST,2003,1.0,2,49965,0,49965,Retail Store,82.0,3424428.0,0.0,3247196.0,130013.0,29.54
25907,2016,NonResidential,Swedish Cultural Center,MAGNOLIA / QUEEN ANNE,1961,1.0,3,22960,0,22960,Other - Entertainment/Public Assembly,,2447325.5,0.0,542327.0,1724655.0,95.38
34891,2016,NonResidential,70500883 -- West Seattle,SOUTHWEST,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,61.0,8257472.5,0.0,5407602.0,2618093.0,176.75
351,2016,NonResidential,1111 Third Avenue,DOWNTOWN,1980,1.0,34,776762,162604,614158,Office,81.0,32577050.0,0.0,32457349.0,95076.0,231.32
348,2016,NonResidential,1101 Second Avenue (HOB),DOWNTOWN,1968,1.0,8,157941,62993,94948,Office,81.0,3743228.5,0.0,3743228.0,0.0,26.1
26731,2016,NonResidential,Dearborn Bldg.,DOWNTOWN,1970,1.0,2,26510,0,26510,Office,91.0,1017753.188,0.0,893799.0,93265.0,11.18
22684,2016,NonResidential,Murphy Ballard Building,BALLARD,1909,1.0,3,27085,0,27085,Strip Mall,,2151546.25,0.0,981638.0,1013494.0,60.67
19743,2016,NonResidential,THE MILLIONAIR CLUB,DOWNTOWN,1917,1.0,2,21600,0,21600,Office,,1636649.125,0.0,1241985.0,394664.0,29.62
28020,2016,NonResidential,Our Lady of Fatima School & Gym,MAGNOLIA / QUEEN ANNE,1953,1.0,1,20811,0,20811,K-12 School,95.0,1441620.0,0.0,505796.0,761553.0,43.97
25657,2016,NonResidential,Herman Blumenthal Building,DOWNTOWN,1900,1.0,3,28142,0,28142,Office,96.0,911154.125,340615.5938,414101.0,92381.0,34.08
21483,2016,NonResidential,(ID21483) Madore Building,DOWNTOWN,1915,1.0,6,40715,0,40715,Office,,2877728.5,0.0,2282146.0,545627.0,44.89
21488,2016,NonResidential,E0010 - Elliott Court,DOWNTOWN,1990,1.0,4,82065,34800,47265,Parking,91.0,1818635.25,0.0,1717131.0,0.0,11.97
24560,2016,NonResidential,Our Lady of the Lake School,NORTHEAST,1949,1.0,2,43645,0,43645,K-12 School,71.0,2332477.5,0.0,518880.0,1535077.0,85.15
21687,2016,NonResidential,DES Seattle Alaska St. Building,SOUTHEAST,1962,1.0,2,22364,0,22364,Adult Education,,1625774.5,0.0,508870.0,958160.0,54.44
552,2016,NonResidential,South Seattle Distribution Center- 3800,GREATER DUWAMISH,1968,1.0,1,161678,0,161678,Distribution Center,25.0,10093972.0,0.0,6332002.0,3025227.0,204.81
21095,2016,NonResidential,Belltown Self Storage,DOWNTOWN,1928,1.0,6,46580,0,46580,Self-Storage Facility,,778702.125,0.0,710275.0,0.0,4.95
25635,2016,NonResidential,Seattle Healing Arts,NORTHEAST,1970,1.0,2,23595,0,23595,Medical Office,72.0,823716.875,0.0,799401.0,18009.0,6.53
25914,2016,NonResidential,Safeway 1551 - E John St,EAST,1998,1.0,1,44739,0,44739,Supermarket/Grocery Store,17.0,15006878.0,0.0,8270312.0,6315500.0,393.07
209,2016,NonResidential,Madison Self Storage,EAST,1910,1.0,5,84870,0,84870,Self-Storage Facility,,1617801.25,0.0,482635.0,898955.0,51.11
640,2016,NonResidential,Starbucks Center,GREATER DUWAMISH,1912,0.0,6,1380959,0,1380959,Office,79.0,75252304.0,0.0,67760546.0,6370020.0,810.7
409,2016,NonResidential,Washington Federal,DOWNTOWN,1984,1.0,6,109830,13200,96630,Office,45.0,7335905.5,0.0,7335905.0,0.0,51.14
24994,2016,NonResidential,Ding How Shopping Center,DOWNTOWN,1991,1.0,2,47963,21384,26579,Other - Mall,,8224244.0,0.0,2918371.0,5245042.0,298.91
50221,2016,NonResidential,High Point Community Center,DELRIDGE NEIGHBORHOODS,1982,1.0,1,18261,0,18261,Other - Recreation,,1025432.125,0.0,632362.0071,299719.9951,20.33
356,2016,NonResidential,The Central Building,DOWNTOWN,1907,1.0,8,201480,0,201480,Office,91.0,9510490.0,1619966.875,7301810.0,0.0,175.95
19847,2016,NonResidential,EAST BLDG N,NORTHEAST,1956,1.0,2,25862,0,25862,Retail Store,20.0,4765879.0,0.0,2185523.0,2615949.0,154.17
21243,2016,NonResidential,"Seattle Country Day School Bldgs 1,2 & 4",MAGNOLIA / QUEEN ANNE,2007,1.0,4,48660,0,48660,K-12 School,82.0,2115259.0,0.0,822509.0,1059007.0,61.98
21546,2016,NonResidential,Seattle Unity Church,LAKE UNION,1960,1.0,1,27338,0,27338,Worship Facility,56.0,682542.8125,0.0,581289.0,0.0,4.05
24219,2016,NonResidential,SB Warehouse,GREATER DUWAMISH,1952,1.0,1,39600,0,39600,Non-Refrigerated Warehouse,91.0,522105.3125,0.0,338683.0,129714.0,9.25
49797,2016,NonResidential,Seattle Goodwill Job Training/ Education Center,DOWNTOWN,2013,1.0,3,62662,14989,47673,Office,67.0,2626698.25,0.0,2444599.0,57532.0,20.1
23674,2016,NonResidential,2345 Eastlake,LAKE UNION,2000,1.0,3,57132,21908,35224,Office,73.0,1994967.75,0.0,1994967.0,0.0,13.91
276,2016,NonResidential,Harborview Medical Center,EAST,2000,9.0,8,1158691,0,1158691,Hospital (General Medical & Surgical),29.0,296671744.0,122575032.0,168683602.0,1832129.0,10734.57
24711,2016,NonResidential,Fobes Building - 558,DOWNTOWN,1910,1.0,5,32250,0,32250,Office,92.0,866241.875,0.0,668479.0,127563.0,11.44
19900,2016,NonResidential,3000/3018 Western,DOWNTOWN,1926,0.0,4,49249,0,49249,Laboratory,,33092532.0,0.0,10854749.0,22413661.0,1266.06
20979,2016,NonResidential,The Hathaway Building,GREATER DUWAMISH,1982,1.0,2,40029,0,40029,Office,69.0,1575328.25,0.0,1471914.0,0.0,10.26
24781,2016,NonResidential,Grainger Branch 756,GREATER DUWAMISH,1964,1.0,1,37247,0,37247,Retail Store,69.0,1988034.875,0.0,747998.0,1000646.0,58.36
20552,2016,NonResidential,OLD WESTERN STEEL CASTING CO,GREATER DUWAMISH,1914,1.0,1,20000,0,20000,Retail Store,75.0,557863.6875,0.0,557864.0,0.0,3.89
24587,2016,NonResidential,Lander Station Business Park,GREATER DUWAMISH,1992,1.0,1,29394,0,29394,Non-Refrigerated Warehouse,60.0,1597845.25,0.0,1141948.0,344734.0,26.27
538,2016,NonResidential,Fifth and Jackson,DOWNTOWN,2002,1.0,10,181694,38186,143508,Office,88.0,7783714.5,0.0,7637985.0,0.0,53.25
701,2016,NonResidential,Elliot Industrial,MAGNOLIA / QUEEN ANNE,1978,1.0,1,50660,0,50660,Retail Store,51.0,2956254.5,0.0,1747974.0,913514.0,60.7
20685,2016,NonResidential,Toyota of Lake City,NORTH,1976,1.0,2,38787,0,38787,Automobile Dealership,,3513828.25,0.0,2225423.0,979262.0,67.52
26596,2016,NonResidential,W0164 Washington Building,DOWNTOWN,1900,1.0,1,20880,0,20880,Office,94.0,683274.0,0.0,683274.0,0.0,4.76
5,2016,NonResidential,HOTEL MAX,DOWNTOWN,1926,1.0,10,61320,0,61320,Hotel,56.0,6946800.5,2214446.25,2768924.0,1811213.0,286.43
20604,2016,NonResidential,MCNIVEN,GREATER DUWAMISH,1955,1.0,1,26680,0,26680,Distribution Center,92.0,243518.2031,0.0,243518.0,0.0,1.7
25745,2016,NonResidential,Trinity Parish of Seattle,EAST,1900,1.0,1,48850,0,48850,Worship Facility,,1259282.25,815676.125,239923.0,7881.0,65.05
24911,2016,NonResidential,Trinity United Methodist Church,BALLARD,1929,1.0,3,35736,0,35736,Worship Facility,88.0,1342448.875,0.0,213096.0,935106.0,51.15
21613,2016,NonResidential,Broadmoor Golf Club,EAST,1927,1.0,3,31191,0,31191,Other - Recreation,,6014124.0,0.0,3123654.0,2752785.0,167.98
22166,2016,NonResidential,Georgetown Center Bldg A,GREATER DUWAMISH,1958,1.0,2,56193,0,56193,Retail Store,,2580058.5,0.0,1858950.0,638992.0,46.9
19917,2016,NonResidential,Fire Station 02,DOWNTOWN,1922,1.0,2,37740,0,37740,Fire Station,,3356598.0,0.0,1699362.0,1396520.0,86.02
22166,2016,NonResidential,Georgetown Center Bldg A,GREATER DUWAMISH,1958,1.0,2,56193,0,56193,Retail Store,,2580058.5,0.0,1858950.0,638992.0,46.9
21488,2016,NonResidential,E0010 - Elliott Court,DOWNTOWN,1990,1.0,4,82065,34800,47265,Parking,91.0,1818635.25,0.0,1717131.0,0.0,11.97
19845,2016,NonResidential,000956-Seattle,NORTHEAST,1996,1.0,1,25735,0,25735,Retail Store,82.0,1245673.0,0.0,953695.0,215700.0,18.1
21785,2016,NonResidential,AM Building,GREATER DUWAMISH,1950,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,,2241280.5,0.0,2241280.0,0.0,15.62
27869,2016,NonResidential,Auto Accessories Inc.,EAST,1920,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,99.0,79967.89844,0.0,72845.0,6867.0,0.87
24536,2016,NonResidential,Cloverdale Business Park Building A,GREATER DUWAMISH,1979,1.0,1,31360,0,31360,Non-Refrigerated Warehouse,,1526335.25,0.0,626210.0,730762.0,43.18
26961,2016,NonResidential,Loyal Heights Community Center,BALLARD,1950,1.0,2,29417,0,29417,Other - Recreation,,1816709.0,0.0,658940.0,972539.0,56.25
209,2016,NonResidential,Madison Self Storage,EAST,1910,1.0,5,84870,0,84870,Self-Storage Facility,,1617801.25,0.0,482635.0,898955.0,51.11
20532,2016,NonResidential,Amy Yee Tennis Center,SOUTHEAST,1977,0.0,1,36070,0,36070,Other - Recreation,,1542945.125,0.0,1441665.0,0.0,10.05
21534,2016,NonResidential,Little Wing,LAKE UNION,2013,1.0,3,51552,0,51552,Office,,1539066.375,0.0,1539066.0,0.0,10.73
50220,2016,NonResidential,Genesee/SC SE HQ,SOUTHEAST,1960,1.0,1,15398,0,15398,Office,93.0,414172.4063,0.0,277536.8515,110272.998,7.79
20402,2016,NonResidential,First United Methodist Church,DOWNTOWN,1908,1.0,5,41536,0,41536,Performing Arts,,2735166.0,0.0,2735166.0,0.0,19.07
24026,2016,NonResidential,U-Haul Moving & Storage of SE Seattle,GREATER DUWAMISH,1955,1.0,1,23100,0,23100,Self-Storage Facility,,893514.5,0.0,693592.0,170111.0,13.87
426,2016,NonResidential,World Trade Center West,DOWNTOWN,1999,1.0,4,87500,17500,70000,Office,72.0,4549892.0,0.0,4549891.0,0.0,31.72
25847,2016,NonResidential,Pine Building,EAST,1917,1.0,3,27544,0,27544,Office,94.0,1092060.75,0.0,810115.0,221553.0,17.41
441,2016,NonResidential,Best Western Executive Inn,LAKE UNION,1979,1.0,5,109017,29409,79608,Hotel,34.0,9707963.0,0.0,5625395.0,3849350.0,243.66
614,2016,NonResidential,Interurban Building,DOWNTOWN,1900,1.0,6,75496,13320,62176,Office,,3740114.25,0.0,3570162.0,0.0,24.89
21183,2016,NonResidential,Canal Place Office Park,MAGNOLIA / QUEEN ANNE,1980,1.0,3,70296,0,70296,Office,86.0,3018885.75,0.0,2782066.0,0.0,19.39
26460,2016,NonResidential,Mariner Square LLC,LAKE UNION,1979,1.0,2,78716,0,78716,Non-Refrigerated Warehouse,38.0,4311327.5,0.0,3680806.0,422994.0,48.13
29,2016,NonResidential,WATERTOWN HOTEL,NORTHEAST,2001,1.0,6,88592,30586,58006,Hotel,84.0,3673186.75,0.0,2266231.0,1397303.0,90.01
661,2016,NonResidential,Elmer J. Nordstrom Medical Tower,EAST,1985,1.0,10,422503,206580,215923,Medical Office,46.0,17254810.0,994154.3125,16260654.0,0.0,190.1
25671,2016,NonResidential,Capital Hill,EAST,1916,1.0,2,36940,0,36940,Retail Store,100.0,336745.4063,0.0,336745.0,0.0,2.35
623,2016,NonResidential,Hullin Transfer Building,GREATER DUWAMISH,1962,1.0,2,92792,0,92792,Distribution Center,56.0,3471977.25,0.0,2024573.0,1130923.0,74.18
24778,2016,NonResidential,5055 Properties LLC (ID24778),GREATER DUWAMISH,1932,1.0,1,24617,0,24617,Non-Refrigerated Warehouse,,109471.7969,0.0,106918.0,0.0,0.75
23618,2016,NonResidential,"Ocean Beauty Alaska Bldg, LLC",MAGNOLIA / QUEEN ANNE,1957,1.0,1,38255,0,38255,Non-Refrigerated Warehouse,12.0,1173175.75,0.0,401825.0,583577.0,33.8
24585,2016,NonResidential,Gorlick's Distribution Center,GREATER DUWAMISH,1918,1.0,1,26075,0,26075,Other,,1646355.25,0.0,1470083.0,138426.0,17.6
27922,2016,NonResidential,Seattle Temple,CENTRAL,1951,1.0,2,36825,0,36825,K-12 School,,1892122.25,0.0,911763.0,843310.0,51.14
27982,2016,NonResidential,9620 Stone Ave N,NORTHWEST,1982,1.0,3,25111,0,25111,Office,77.0,1060040.75,0.0,557279.0,397074.0,24.97
619,2016,NonResidential,King Street Station,DOWNTOWN,1906,1.0,3,67755,0,67755,Other,,2031594.375,0.0,1904480.0,0.0,13.28
27184,2016,NonResidential,property #10,MAGNOLIA / QUEEN ANNE,1961,1.0,2,37600,0,37600,Non-Refrigerated Warehouse,,2477406.25,0.0,472249.0,1699502.0,93.55
19621,2016,NonResidential,(ID19621) BALLARD ELKS,BALLARD,1978,1.0,2,28492,0,28492,Office,12.0,2000228.875,0.0,1363957.0,532342.0,37.78
23736,2016,NonResidential,Builders Hardware & Supply,MAGNOLIA / QUEEN ANNE,1931,1.0,1,47554,0,47554,Non-Refrigerated Warehouse,,1083153.75,0.0,844482.0,191073.0,16.04
22881,2016,NonResidential,(ID22881) INTERBAY BUILDING,MAGNOLIA / QUEEN ANNE,1960,1.0,2,57644,0,57644,Office,,2300589.0,0.0,1591510.0,598225.0,42.87
24333,2016,NonResidential,South Seattle Building,GREATER DUWAMISH,1970,1.0,1,43390,0,43390,Non-Refrigerated Warehouse,87.0,533742.8125,0.0,533743.0,0.0,3.72
21468,2016,NonResidential,Showbox Building,DOWNTOWN,1916,1.0,2,25920,0,25920,Other - Entertainment/Public Assembly,,1230670.25,0.0,1257774.0,0.0,8.77
384,2016,NonResidential,Dawn Food Products,GREATER DUWAMISH,1977,1.0,1,128800,0,128800,Non-Refrigerated Warehouse,97.0,2098949.75,0.0,371850.0,1437252.0,78.92
24630,2016,NonResidential,UFCW21 Building,GREATER DUWAMISH,2000,1.0,3,43473,0,43473,Office,3.0,4416909.5,0.0,4416909.0,0.0,30.79
20573,2016,NonResidential,Queen Anne Community Center,MAGNOLIA / QUEEN ANNE,1948,1.0,1,27247,0,27247,Other - Recreation,,2607414.75,0.0,884313.0,1448683.0,83.1
